FILE	FLAG	POST	VALUE	SOURCE	DESTINATION
Holy-Bible---Russian---Russian-Synodal-Translation				http://ebible.org/epub/russyn.epub	Holy-Bible---Russian---Russian-Synodal-Translation---Source-Edition.epub
Holy-Bible---Russian---Russian-Synodal-Translation				http://ebible.org/pdf/russyn/russyn_prt.pdf	Holy-Bible---Russian---Russian-Synodal-Translation---Source-Edition.pdf
Holy-Bible---Russian---Russian-Synodal-Translation				http://ebible.org/Scriptures/russyn_vpl.zip	Holy-Bible---Russian---Russian-Synodal-Translation---Source-Edition.VPL.zip
Holy-Bible---Safwa---Safwa-Bible				https://eBible.org/sword/zip/sbk2020eb.zip	Holy-Bible---Safwa---Safwa-Bible---Source-Edition.SWORD.zip
Holy-Bible---Safwa---Safwa-Bible				http://ebible.org/epub/sbk.epub	Holy-Bible---Safwa---Safwa-Bible---Source-Edition.epub
Holy-Bible---Safwa---Safwa-Bible				http://ebible.org/pdf/sbk/sbk_prt.pdf	Holy-Bible---Safwa---Safwa-Bible---Source-Edition.pdf
Holy-Bible---Safwa---Safwa-Bible				http://ebible.org/Scriptures/sbk_vpl.zip	Holy-Bible---Safwa---Safwa-Bible---Source-Edition.VPL.zip
Holy-Bible---Scots-Gaelic---Scots-Gaelic-Gospel-Mark	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/ScotsGaelic.zip	Holy-Bible---Scots-Gaelic---Scots-Gaelic-Gospel-Mark---Source-Edition.SWORD.zip
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script				http://ebible.org/sword/zip/srp1865eb.zip	Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script---Source-Edition.SWORD.zip
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script				http://ebible.org/epub/srp1865.epub	Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script---Source-Edition.epub
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script				http://ebible.org/pdf/srp1865/srp1865_prt.pdf	Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script---Source-Edition.pdf
Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script				http://ebible.org/Scriptures/srp1865_vpl.zip	Holy-Bible---Serbian---Karadzic-Danicic-Latin-Script---Source-Edition.VPL.zip
Holy-Bible---Serbian---Serbian-Ekavski-Bible	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/SrKDEkavski.zip	Holy-Bible---Serbian---Serbian-Ekavski-Bible---Source-Edition.SWORD.zip
Holy-Bible---Shona---Shona-Bible	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Shona.zip	Holy-Bible---Shona---Shona-Bible---Source-Edition.SWORD.zip
Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/CSlElizabeth.zip	Holy-Bible---SlavonicChurch---Church-Slavonic-Elizabeth---Source-Edition.SWORD.zip
Holy-Bible---Slovene---Slovene-Savli-Bible	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/SloKJV.zip	Holy-Bible---Slovene---Slovene-Savli-Bible---Source-Edition.SWORD.zip
Holy-Bible---Slovene---Slovene-Stritarja-NT	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/SloStritar.zip	Holy-Bible---Slovene---Slovene-Stritarja-NT---Source-Edition.SWORD.zip
Holy-Bible---Somali---Somali-Bible				http://ebible.org/sword/zip/som2008eb.zip	Holy-Bible---Somali---Somali-Bible---Source-Edition.SWORD.zip
Holy-Bible---Somali---Somali-Bible				http://ebible.org/epub/som.epub	Holy-Bible---Somali---Somali-Bible---Source-Edition.epub
Holy-Bible---Somali---Somali-Bible				http://ebible.org/pdf/som/som_prt.pdf	Holy-Bible---Somali---Somali-Bible---Source-Edition.pdf
Holy-Bible---Somali---Somali-Bible				http://ebible.org/Scriptures/som_vpl.zip	Holy-Bible---Somali---Somali-Bible---Source-Edition.VPL.zip
Holy-Bible---Spanish---Free-Bible				http://ebible.org/sword/zip/spavbl2018eb.zip	Holy-Bible---Spanish---Free-Bible---Source-Edition.SWORD.zip
Holy-Bible---Spanish---Free-Bible				http://ebible.org/epub/spavbl.epub	Holy-Bible---Spanish---Free-Bible---Source-Edition.epub
Holy-Bible---Spanish---Free-Bible				http://ebible.org/pdf/spavbl/spavbl_prt.pdf	Holy-Bible---Spanish---Free-Bible---Source-Edition.pdf
Holy-Bible---Spanish---Free-Bible				http://ebible.org/Scriptures/spavbl_vpl.zip	Holy-Bible---Spanish---Free-Bible---Source-Edition.VPL.zip
Holy-Bible---Spanish---Reina-Valera-1865	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/SpaRV1865.zip	Holy-Bible---Spanish---Reina-Valera-1865---Source-Edition.SWORD.zip
Holy-Bible---Spanish---Reina-Valera-1909				http://ebible.org/sword/zip/spaRV1909eb.zip	Holy-Bible---Spanish---Reina-Valera-1909---Source-Edition.SWORD.zip
Holy-Bible---Spanish---Reina-Valera-1909				http://ebible.org/epub/spaRV1909.epub	Holy-Bible---Spanish---Reina-Valera-1909---Source-Edition.epub
Holy-Bible---Spanish---Reina-Valera-1909				http://ebible.org/pdf/spaRV1909/spaRV1909_prt.pdf	Holy-Bible---Spanish---Reina-Valera-1909---Source-Edition.pdf
Holy-Bible---Spanish---Reina-Valera-1909				http://ebible.org/Scriptures/spaRV1909_vpl.zip	Holy-Bible---Spanish---Reina-Valera-1909---Source-Edition.VPL.zip
Holy-Bible---Spanish---Reina-Valera-NT-1858				./aion_source/Holy-Bible---Spanish---Reina-Valera-NT-1858.unbound.zip	Holy-Bible---Spanish---Reina-Valera-NT-1858---Source-Edition.UNBOUND.zip
Holy-Bible---Spanish---Sagradas-Escrituras-1569				./aion_source/Holy-Bible---Spanish---Sagradas-Escrituras-1569.unbound.zip	Holy-Bible---Spanish---Sagradas-Escrituras-1569---Source-Edition.UNBOUND.zip
Holy-Bible---Spanish---Sencillo-Bible				http://ebible.org/sword/zip/spaBES2018eb.zip	Holy-Bible---Spanish---Sencillo-Bible---Source-Edition.SWORD.zip
Holy-Bible---Spanish---Sencillo-Bible				http://ebible.org/epub/spabes.epub	Holy-Bible---Spanish---Sencillo-Bible---Source-Edition.epub
Holy-Bible---Spanish---Sencillo-Bible				http://ebible.org/pdf/spabes/spabes_prt.pdf	Holy-Bible---Spanish---Sencillo-Bible---Source-Edition.pdf
Holy-Bible---Spanish---Sencillo-Bible				http://ebible.org/Scriptures/spabes_vpl.zip	Holy-Bible---Spanish---Sencillo-Bible---Source-Edition.VPL.zip
Holy-Bible---Swahili---New-Swahili-Bible				https://eBible.org/sword/zip/swhulb2019eb.zip	Holy-Bible---Swahili---New-Swahili-Bible---Source-Edition.SWORD.zip
Holy-Bible---Swahili---New-Swahili-Bible				http://ebible.org/epub/swhulb.epub	Holy-Bible---Swahili---New-Swahili-Bible---Source-Edition.epub
Holy-Bible---Swahili---New-Swahili-Bible				http://ebible.org/pdf/swhulb/swhulb_prt.pdf	Holy-Bible---Swahili---New-Swahili-Bible---Source-Edition.pdf
Holy-Bible---Swahili---New-Swahili-Bible				http://ebible.org/Scriptures/swhulb_vpl.zip	Holy-Bible---Swahili---New-Swahili-Bible---Source-Edition.VPL.zip
Holy-Bible---Swahili---Swahili-Bible				http://ebible.org/sword/zip/swh1850eb.zip	Holy-Bible---Swahili---Swahili-Bible---Source-Edition.SWORD.zip
Holy-Bible---Swahili---Swahili-Bible				http://ebible.org/epub/swh1850.epub	Holy-Bible---Swahili---Swahili-Bible---Source-Edition.epub
Holy-Bible---Swahili---Swahili-Bible				http://ebible.org/pdf/swh1850/swh1850_prt.pdf	Holy-Bible---Swahili---Swahili-Bible---Source-Edition.pdf
Holy-Bible---Swahili---Swahili-Bible				http://ebible.org/Scriptures/swh1850_vpl.zip	Holy-Bible---Swahili---Swahili-Bible---Source-Edition.VPL.zip
Holy-Bible---Swedish---Swedish-Bible				http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Swe1917.zip	Holy-Bible---Swedish---Swedish-Bible---Source-Edition.SWORD.zip
Holy-Bible---Swedish---Swedish-Bible				./aion_source/Holy-Bible---Swedish---Swedish-Bible.unbound.zip	Holy-Bible---Swedish---Swedish-Bible---Source-Edition.UNBOUND.zip
Holy-Bible---Swedish---Swedish-Bible-1873	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/SweKarlXII1873.zip	Holy-Bible---Swedish---Swedish-Bible-1873---Source-Edition.SWORD.zip
Holy-Bible---Tagalog---Tagalog-Bible				./aion_source/Holy-Bible---Tagalog---Tagalog-Bible.unbound.zip	Holy-Bible---Tagalog---Tagalog-Bible---Source-Edition.UNBOUND.zip
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked				https://eBible.org/sword/zip/tglulb2018eb.zip	Holy-Bible---Tagalog---Tagalog-Bible-Unlocked---Source-Edition.SWORD.zip
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked				http://ebible.org/epub/tglulb.epub	Holy-Bible---Tagalog---Tagalog-Bible-Unlocked---Source-Edition.epub
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked				http://ebible.org/pdf/tglulb/tglulb_prt.pdf	Holy-Bible---Tagalog---Tagalog-Bible-Unlocked---Source-Edition.pdf
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked				http://ebible.org/Scriptures/tglulb_vpl.zip	Holy-Bible---Tagalog---Tagalog-Bible-Unlocked---Source-Edition.VPL.zip
Holy-Bible---Tamil---Tamil-Bible				http://ebible.org/sword/zip/tam2017eb.zip	Holy-Bible---Tamil---Tamil-Bible---Source-Edition.SWORD.zip
Holy-Bible---Tamil---Tamil-Bible				http://ebible.org/epub/tam2017.epub	Holy-Bible---Tamil---Tamil-Bible---Source-Edition.epub
Holy-Bible---Tamil---Tamil-Bible				http://ebible.org/pdf/tam2017/tam2017_prt.pdf	Holy-Bible---Tamil---Tamil-Bible---Source-Edition.pdf
Holy-Bible---Tamil---Tamil-Bible				http://ebible.org/Scriptures/tam2017_vpl.zip	Holy-Bible---Tamil---Tamil-Bible---Source-Edition.VPL.zip
Holy-Bible---Telugu---Telugu-Bible				http://ebible.org/sword/zip/tel2017eb.zip	Holy-Bible---Telugu---Telugu-Bible---Source-Edition.SWORD.zip
Holy-Bible---Telugu---Telugu-Bible				http://ebible.org/epub/tel2017.epub	Holy-Bible---Telugu---Telugu-Bible---Source-Edition.epub
Holy-Bible---Telugu---Telugu-Bible				http://ebible.org/pdf/tel2017/tel2017_prt.pdf	Holy-Bible---Telugu---Telugu-Bible---Source-Edition.pdf
Holy-Bible---Telugu---Telugu-Bible				http://ebible.org/Scriptures/tel2017_vpl.zip	Holy-Bible---Telugu---Telugu-Bible---Source-Edition.VPL.zip
Holy-Bible---Tongan---Revised-West-Version				http://ebible.org/sword/zip/ton2014eb.zip	Holy-Bible---Tongan---Revised-West-Version---Source-Edition.SWORD.zip
Holy-Bible---Tongan---Revised-West-Version				http://ebible.org/epub/ton.epub	Holy-Bible---Tongan---Revised-West-Version---Source-Edition.epub
Holy-Bible---Tongan---Revised-West-Version				http://ebible.org/pdf/ton/ton_prt.pdf	Holy-Bible---Tongan---Revised-West-Version---Source-Edition.pdf
Holy-Bible---Tongan---Revised-West-Version				http://ebible.org/Scriptures/ton_vpl.zip	Holy-Bible---Tongan---Revised-West-Version---Source-Edition.VPL.zip
Holy-Bible---Turkish---Turkish-Bible				https://eBible.org/sword/zip/turev2008eb.zip	Holy-Bible---Turkish---Turkish-Bible---Source-Edition.SWORD.zip
Holy-Bible---Turkish---Turkish-Bible				http://ebible.org/epub/turev.epub	Holy-Bible---Turkish---Turkish-Bible---Source-Edition.epub
Holy-Bible---Turkish---Turkish-Bible				http://ebible.org/pdf/turev/turev_prt.pdf	Holy-Bible---Turkish---Turkish-Bible---Source-Edition.pdf
Holy-Bible---Turkish---Turkish-Bible				http://ebible.org/Scriptures/turev_vpl.zip	Holy-Bible---Turkish---Turkish-Bible---Source-Edition.VPL.zip
Holy-Bible---Ukrainian---Ukrainian-NT	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/UkrKulish.zip	Holy-Bible---Ukrainian---Ukrainian-NT---Source-Edition.SWORD.zip
Holy-Bible---Ukrainian---Ukrainian-NT				http://ebible.org/epub/ukr1871.epub	Holy-Bible---Ukrainian---Ukrainian-NT---Source-Edition.epub
Holy-Bible---Ukrainian---Ukrainian-NT				http://ebible.org/pdf/ukr1871/ukr1871_prt.pdf	Holy-Bible---Ukrainian---Ukrainian-NT---Source-Edition.pdf
Holy-Bible---Ukrainian---Ukrainian-Ogienko	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Ukrainian.zip	Holy-Bible---Ukrainian---Ukrainian-Ogienko---Source-Edition.SWORD.zip
Holy-Bible---Urdu---Urdu-Bible				http://ebible.org/sword/zip/urd2017eb.zip	Holy-Bible---Urdu---Urdu-Bible---Source-Edition.SWORD.zip
Holy-Bible---Urdu---Urdu-Bible				http://ebible.org/epub/urd.epub	Holy-Bible---Urdu---Urdu-Bible---Source-Edition.epub
Holy-Bible---Urdu---Urdu-Bible				http://ebible.org/pdf/urd/urd_prt.pdf	Holy-Bible---Urdu---Urdu-Bible---Source-Edition.pdf
Holy-Bible---Urdu---Urdu-Bible				http://ebible.org/Scriptures/urd_vpl.zip	Holy-Bible---Urdu---Urdu-Bible---Source-Edition.VPL.zip
Holy-Bible---Uyghur---Uyghur-Bible-Arabic				https://eBible.org/sword/zip/uigara2010eb.zip	Holy-Bible---Uyghur---Uyghur-Bible-Arabic---Source-Edition.SWORD.zip
Holy-Bible---Uyghur---Uyghur-Bible-Arabic				http://ebible.org/epub/uigara.epub	Holy-Bible---Uyghur---Uyghur-Bible-Arabic---Source-Edition.epub
Holy-Bible---Uyghur---Uyghur-Bible-Arabic				http://ebible.org/pdf/uigara/uigara_prt.pdf	Holy-Bible---Uyghur---Uyghur-Bible-Arabic---Source-Edition.pdf
Holy-Bible---Uyghur---Uyghur-Bible-Arabic				http://ebible.org/Scriptures/uigara_vpl.zip	Holy-Bible---Uyghur---Uyghur-Bible-Arabic---Source-Edition.VPL.zip
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic				https://eBible.org/sword/zip/uigcyr2010eb.zip	Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic---Source-Edition.SWORD.zip
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic				http://ebible.org/epub/uigcyr.epub	Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic---Source-Edition.epub
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic				http://ebible.org/pdf/uigcyr/uigcyr_prt.pdf	Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic---Source-Edition.pdf
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic				http://ebible.org/Scriptures/uigcyr_vpl.zip	Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic---Source-Edition.VPL.zip
Holy-Bible---Uyghur---Uyghur-Bible-Latin				https://eBible.org/sword/zip/uiglat2010eb.zip	Holy-Bible---Uyghur---Uyghur-Bible-Latin---Source-Edition.SWORD.zip
Holy-Bible---Uyghur---Uyghur-Bible-Latin				http://ebible.org/epub/uiglat.epub	Holy-Bible---Uyghur---Uyghur-Bible-Latin---Source-Edition.epub
Holy-Bible---Uyghur---Uyghur-Bible-Latin				http://ebible.org/pdf/uiglat/uiglat_prt.pdf	Holy-Bible---Uyghur---Uyghur-Bible-Latin---Source-Edition.pdf
Holy-Bible---Uyghur---Uyghur-Bible-Latin				http://ebible.org/Scriptures/uiglat_vpl.zip	Holy-Bible---Uyghur---Uyghur-Bible-Latin---Source-Edition.VPL.zip
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin				https://eBible.org/sword/zip/uigpin2010eb.zip	Holy-Bible---Uyghur---Uyghur-Bible-Pinyin---Source-Edition.SWORD.zip
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin				http://ebible.org/epub/uigpin.epub	Holy-Bible---Uyghur---Uyghur-Bible-Pinyin---Source-Edition.epub
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin				http://ebible.org/pdf/uigpin/uigpin_prt.pdf	Holy-Bible---Uyghur---Uyghur-Bible-Pinyin---Source-Edition.pdf
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin				http://ebible.org/Scriptures/uigpin_vpl.zip	Holy-Bible---Uyghur---Uyghur-Bible-Pinyin---Source-Edition.VPL.zip
Holy-Bible---Vietnamese---Vietnamese-Bible				http://ebible.org/sword/zip/vie1934eb.zip	Holy-Bible---Vietnamese---Vietnamese-Bible---Source-Edition.SWORD.zip
Holy-Bible---Vietnamese---Vietnamese-Bible				http://ebible.org/epub/vie1934.epub	Holy-Bible---Vietnamese---Vietnamese-Bible---Source-Edition.epub
Holy-Bible---Vietnamese---Vietnamese-Bible				http://ebible.org/pdf/vie1934/vie1934_prt.pdf	Holy-Bible---Vietnamese---Vietnamese-Bible---Source-Edition.pdf
Holy-Bible---Vietnamese---Vietnamese-Bible				http://ebible.org/Scriptures/vie1934_vpl.zip	Holy-Bible---Vietnamese---Vietnamese-Bible---Source-Edition.VPL.zip
Holy-Bible---Vietnamese---Vietnamese-Bible-1934	SWORD			http://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Viet.zip	Holy-Bible---Vietnamese---Vietnamese-Bible-1934---Source-Edition.SWORD.zip
Holy-Bible---Vwanji---Vwanji-Bible				https://eBible.org/sword/zip/wbi2020eb.zip	Holy-Bible---Vwanji---Vwanji-Bible---Source-Edition.SWORD.zip
Holy-Bible---Vwanji---Vwanji-Bible				http://ebible.org/epub/wbi.epub	Holy-Bible---Vwanji---Vwanji-Bible---Source-Edition.epub
Holy-Bible---Vwanji---Vwanji-Bible				http://ebible.org/pdf/wbi/wbi_prt.pdf	Holy-Bible---Vwanji---Vwanji-Bible---Source-Edition.pdf
Holy-Bible---Vwanji---Vwanji-Bible				http://ebible.org/Scriptures/wbi_vpl.zip	Holy-Bible---Vwanji---Vwanji-Bible---Source-Edition.VPL.zip
